Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
332	0308102282	Your Erroneous Zones	Wayne W. Dyer	1976	Harpercollins
333	0805056491	Organizing from the Inside Out	Julie Morgenstern	1998	Henry Holt &amp
334	0679401377	The Hellfire Club	Peter Straub	1996	Random House Inc
335	1562827049	The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate	Jack	1993	Hyperion Books
336	0816152446	The Women in His Life (G K Hall Large Print Book Series)	Barbara Taylor Bradford	1991	Thorndike Pr
337	0345379454	Missing Susan	SHARYN MCCRUMB	1992	Ballantine Books
338	0553576925	Hiding in the Shadows (Shadows Trilogy (Paperback))	Kay Hooper	2000	Bantam Books
339	0743206053	Kitchen Privileges : A Memoir	Mary Higgins Clark	2002	Simon &amp
340	0688169678	We Are Our Mothers' Daughters	Cokie Roberts	2000	Perennial
341	0439319552	Horus's Horrible Day (First Graders from Mars)	Shana Corey	2001	Scholastic
342	0440441501	In the Dinosaur's Paw (Kids of the Polk Street School)	PATRICIA REILLY GIFF	1987	Yearling
343	0439569842	How Do Dinosaurs Learn to Read	Jane Yolen	2003	Scholastic, Inc.
344	0590418858	You Be the Jury #02	Marvin Miller	1989	Scholastic
345	0812524853	Burning Water (Burning Water)	Mercedes Lackey	1992	Tor Books
346	0449211770	The Tightrope Walker	Dorothy Gilman	1997	Fawcett Books
347	0812521129	Children of the Night	Mercedes Lackey	1990	Tor Books
348	0312995431	A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery)	Julia Spencer-Fleming	2004	St. Martin's Paperbacks
349	0590021117	Little House On the Prairie	Laura Ingall Wilder	0	Scholastic Inc
350	068484267X	Angela's Ashes: A Memoir	Frank McCourt	1999	Scribner
351	0553578693	The Next Accident	LISA GARDNER	2002	Bantam
352	0380709260	Socks (Cleary Reissue)	Beverly Cleary	1990	HarperTrophy
353	0345413377	The Amber Spyglass (His Dark Materials, Book 3)	PHILIP PULLMAN	2001	Del Rey
354	0345413369	The Subtle Knife (His Dark Materials, Book 2)	PHILIP PULLMAN	1998	Del Rey
355	0679893105	The Golden Compass (His Dark Materials, Book 1)	PHILIP PULLMAN	1998	Knopf Books for Young Readers
356	0061096091	Eyeshot	Lynn S. Hightower	1997	Harper Mass Market Paperbacks (Mm)
357	0451184718	The Rosewood Casket	Sharyn McCrumb	1997	Signet Book
358	0449209121	The Amazing Mrs. Pollifax	Dorothy Gilman	1992	Fawcett Books
359	0060938455	Fast Food Nation: The Dark Side of the All-American Meal	Eric Schlosser	2002	Perennial
360	080411952X	The Unsung Hero	Suzanne Brockmann	2000	Ivy Books
361	0060575808	Two Princesses of Bamarre, The	Gail Carson Levine	2004	Eos
362	0767912918	Passing for Thin : Losing Half My Weight and Finding My Self	FRANCES KUFFEL	2004	Broadway
363	0553298860	Bloodlines (Dog Lover's Mysteries)	Susan Conant	1994	Bantam Books
364	0385335679	Kissing in Manhattan	DAVID SCHICKLER	2002	Delta
365	0440122090	Echoes	Maeve Binchy	1989	Dell
366	0671525832	Someone to Watch Over Me : A Novel	Judith McNaught	2003	Pocket
367	0553279572	The Toynbee Convector	Ray Bradbury	1989	Spectra Books
368	0061009059	One for the Money (Stephanie Plum Novels (Paperback))	Janet Evanovich	1995	HarperTorch
369	0060930187	The Bell Jar : A Novel (Perennial Classics)	Sylvia Plath	2000	Perennial
370	0516076272	A polar bear called Pingo	Ilona Koidahl	1974	Childrens Press
371	0821775863	The Future Scrolls	Fern Michaels	2003	Zebra Books
372	0821770209	About Face	Fern Michaels	2003	Zebra Books
373	0670855758	Tarot Says Beware (A Herculeah Jones Mystery)	Betsy Byars	1995	Viking Books
374	0446519138	Simple Abundance:  A Daybook of Comfort and Joy	Sarah Ban Breathnach	1995	Warner Books
375	0425179672	The River King	Alice Hoffman	2001	Berkley Publishing Group
376	0061042943	Final Appeal	Lisa Scottoline	1994	HarperTorch
377	0399144463	Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life	Spencer Johnson	1998	Putnam Pub Group (Paper)
378	0965404560	Atonement	Ian McEwan	2002	Nan A. Talese
379	0618231617	Almost: A Novel	Elizabeth Benedict	2002	Mariner Books
380	1567920047	A Tally of Types: With Additions by Several Hands 	 And With a New Introduction by Mike Parker	Stanley Morison	1999
381	0385496907	No Future Without Forgiveness	Desmond Mpilo Tutu	2000	Image
382	0684717255	I And Thou	Martin Buber	1971	Free Press
383	8807120194	Sarajevo, maybe (Anni Novanta/Feltrinelli)	Gianfranco Bettin	1994	Feltrinelli
384	0684801221	OLD MAN AND THE SEA	Ernest Hemingway	1995	Scribner
385	1576737357	Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl)	Melody Carlson	2000	Multnomah
386	0060083298	The Dominant Blonde	Alisa Kwitney	2002	Avon Trade
387	0446672211	Where the Heart Is (Oprah's Book Club (Paperback))	Billie Letts	1998	Warner Books
388	0140293248	The Girls' Guide to Hunting and Fishing	Melissa Bank	2000	Penguin Books
389	0807070718	Rena's Promise: A Story of Sisters in Auschwitz	Rena Kornreich Gelissen	1996	Beacon Press
390	0345305477	Easy Travel to Other Planets	Ted Mooney	1982	Ballantine Books
391	0316735027	The True and Outstanding Adventures of the Hunt Sisters: A Novel	Elisabeth Robinson	2004	Little, Brown
392	193156146X	The Time Traveler's Wife	Audrey Niffenegger	2003	MacAdam/Cage Publishing
393	015600710X	Strange Fits of Passion: A Novel	Anita Shreve	1999	Harvest Books
394	0062517856	The Monk Downstairs: A Novel	Tim Farrington	2002	HarperSanFrancisco
395	0679767789	Lost in Place: Growing Up Absurd in Suburbia	Mark Salzman	1996	Vintage Books USA
396	0425169626	Waking the Dead	Scott Spencer	2000	Berkley Publishing Group
397	0449207757	Davita's Harp	Chaim Potok	1990	Fawcett Books
398	0449245691	The Book of Lights	Chaim Potok	1997	Fawcett Books
399	0140029400	The Mimic Men	V. S. Naipaul	1992	Penguin USA
400	225300670X	A l'Ouest rien de nouveau	Erich Maria Remarque	1973	LGF
401	2266084372	Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re	Lewis	2000	Pocket
402	2070362388	Ravage	Rene Barjavel	0	Gallimard French
403	2266029460	Voyage d'une parisienne Ã?Â  Lhassa	Alexandra David-NÃ?Â©el	1989	Pocket
404	3499177757	Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch)	Cheryl Benard	1984	Rowohlt
405	3596144434	Der gemietete Mann.	Hera Lind	1999	Fischer (Tb.), Frankfurt
406	0385504209	The Da Vinci Code	Dan Brown	2003	Doubleday
407	0446525502	The Rescue	Nicholas Sparks	2000	Warner Books
408	0385500769	A Map of the World	Jane Hamilton	1999	Doubleday Books
409	0670892963	Bridget Jones : The Edge of Reason	Helen Fielding	2000	Viking Books
410	0688180639	Vinegar Hill (Oprah's Book Club (Hardcover))	A. Manette Ansay	1999	HarperCollins
411	0316789089	The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))	Anita Shreve	1999	Little, Brown
412	0451197275	Saving Private Ryan: A Novel	Max Allan Collins	1998	Signet Book
413	0425184129	Big Trouble	Dave Barry	2002	Berkley Publishing Group
414	0151001006	Snow Falling on Cedars	David Guterson	1994	Harcourt
415	0385505833	Skipping Christmas	JOHN GRISHAM	2001	Doubleday
416	0679442790	The Reader	Bernhard Schlink	1997	Random House
417	0525943862	Cheaters	Eric Jerome Dickey	1999	Dutton Books
418	0060191929	The Saving Graces : A Novel	Patricia Gaffney	1999	HarperCollins
419	0743206045	Daddy's Little Girl	Mary Higgins Clark	2002	Simon &amp
420	0684864843	The Vineyard : A Novel	Barbara Delinsky	2000	Simon &amp
421	0684867818	The Looking Glass : A Novel (The Locket Series)	Richard Paul Evans	1999	Simon &amp
422	0743406176	If Only It Were True	Marc Levy	2000	Atria
423	0380978539	Dear Stranger, Dearest Friend	Laney Katz Becker	2000	William Morrow &amp
424	0671042556	Blackbird: A Childhood Lost and Found	Jennifer Lauck	2000	Atria
425	0679450440	Protect and Defend	Richard North Patterson	2000	Random House Inc
426	0140107649	Blue Heaven (Contemporary American Fiction S.)	Joe Keenan	1988	Penguin Books
427	0446527793	The Guardian	Nicholas Sparks	2003	Warner Books
428	0446531332	Nights in Rodanthe	Nicholas Sparks	2002	Warner Books
429	1570717257	Man and Boy	Tony Parsons	2001	Sourcebooks Landmark
430	0060192631	One Heart	Jane McCafferty	1999	HarperCollins Publishers
431	0385420161	Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies	Laura Esquivel	1992	Doubleday Books
432	0345339711	The Two Towers (The Lord of the Rings, Part 2)	J.R.R. TOLKIEN	1986	Del Rey
433	052594463X	All of Me: A Voluptuous Tale	Venise T. Berry	2000	Dutton Books
434	0399147128	The Villa	Nora Roberts	2001	Putnam Publishing Group
435	0670031046	In This Mountain	Jan Karon	2002	Viking Books
436	0394574745	All the Pretty Horses (Border Trilogy, Vol 1)	Cormac McCarthy	1992	Alfred A. Knopf
437	0316969443	Suzanne's Diary for Nicholas	James Patterson	2001	Little, Brown
438	0743230051	He Sees You When You're Sleeping : A Novel	Mary Higgins Clark	2001	Scribner
439	0316693200	2nd Chance	James Patterson	2002	Little, Brown
440	0684868911	The Carousel : A Novel	Richard Paul Evans	2000	Simon &amp
441	0842336214	The Promise Remains	Travis Thrasher	2000	Tyndale House Publishers
442	0525944834	Liar's Game	Eric Jerome Dickey	2000	Dutton Books
443	0671525794	The Kingdom by the Sea: A Journey Around Great Britain	Paul Theroux	1984	Pocket Books
444	0718144538	Shattered Uk	Dick Francis	0	Michael Joseph Ltd
445	0394551427	Shoah	Claude Lanzmann	1985	Random House Inc
446	0007100221	TERROR FIRMA	Matthew Thomas	2001	Trafalgar Square
447	0947782141	Scottish Ghosts	Judy Hamilton	1999	Lomond Books
448	0743222229	George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President	Jacob Weisberg	2001	Fireside
449	185479549X	The World's Stupidest Laws	David Crombie	2000	Michael O'Mara Books
450	1860198597	How to Draw Celtic Knotwork: A Practical Handbook	Andy Sloss	0	Brockhampton Press
451	1842040154	Celtic Myths and Legends	Charles L. Squire	2000	Lomond Books
452	0571209521	Terrible Times (Eddie Dickens Trilogy S.)	Philip Ardagh	2002	Faber Children's Books
453	0060927240	Rule of the Bone : Novel, A	Russell Banks	1996	Perennial
454	0316776963	Me Talk Pretty One Day	David Sedaris	2001	Back Bay Books
455	156341029X	Stone Butch Blues	Leslie Feinberg	1993	Firebrand Books
456	0060934719	stardust	Neil Gaiman	2001	Perennial
457	1886383421	Fires of Aggar	Chris Anne Wolfe	2001	Windstorm Creative
458	1563411148	The Second Coming of Curly Red	Jody Seay	1999	Firebrand Books
459	0786889160	No Shirt, No Shoes, No Problem!	Jeff Foxworthy	1997	Warner Books (Mm)
460	0345370740	The Scions of Shannara (Heritage of Shannara (Paperback))	Terry Brooks	1993	Del Rey Books
461	0553574175	Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback))	A.C. Crispin	1998	Spectra Books
462	0446300101	The Beans of Egypt, Maine	Carolyn Chute	1986	Warner Books
463	0821750410	Warrior Moon	Sara Orwig	1995	Zebra Books
464	0451456548	Cold Iron	Melisa Michaels	1997	Roc
465	0425049981	Titan	John Varley	1980	Berkley Publishing Group
466	0345395379	Slow River	Nicola Griffith	1996	Ballantine Books
467	0380788497	Changer	Jane Lindskold	1998	Eos
468	0440226694	Lena (50 State Quarters)	JACQUELINE WOODSON	2000	Laurel Leaf
469	1573229571	About a Boy (Movie Tie-In)	Nick Hornby	2002	Riverhead Books
470	0345418778	Mostly Harmless	Douglas Adams	2000	Ballantine Books
471	0517201658	The Thorn Birds (Modern Classics)	Colleen McCullough	1998	Wings
472	0743211383	Dreamcatcher	Stephen King	2001	Scribner
473	039914370X	Sudden Mischief (Spenser Mysteries (Hardcover))	Robert B. Parker	1998	Putnam Pub Group
474	1884777805	Elements of Programming With Perl	Andrew L. Johnson	1999	Manning Publications
475	0812521331	People of the Wolf (The First North Americans series, Book 1)	W. Michael Gear	1992	Tor Books
476	0451205421	The Door to December	Dean R. Koontz	2002	Signet Book
477	0894342789	College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers)	Paul Phifer	1999	Ferguson Publishing Company
478	0449207595	The Grass Is Always Greener over the Septic Tank	Erma Bombeck	1988	Fawcett Books
479	8806142267	Viaggi del tempo immobile (I coralli)	Roberto Vecchioni	1996	Einaudi
480	0689832877	Sunwing (Aladdin Fantasy)	Kenneth Oppel	2001	Aladdin
481	043922165X	Circles in the Stream (Avalon: Web of Magic, 1)	Shelly R. Roberts	2001	Scholastic
482	015216250X	So You Want to Be a Wizard: The First Book in the Young Wizards Series	Diane Duane	2001	Magic Carpet Books
483	1562477528	Going for Great (Ag Fiction (American Girl))	Carolee Brockmann	1999	Pleasant Company Publications
484	0440219078	The Giver (21st Century Reference)	LOIS LOWRY	1994	Laure Leaf
485	185424597X	The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun	Paul Hattaway	2003	Monarch Books
486	3404118960	Die SÃ?Â¤ulen der Erde. Roman.	Ken Follett	1992	LÃ?Â¼bbe
487	0345356578	A Man Rides Through (Man Rides Through)	Stephen Donaldson	1990	Del Rey Books
488	0345346971	Mirror of Her Dreams (Mordant's Need)	STEPHEN R. DONALDSON	1987	Del Rey
489	0753804700	Reader	Bernhard Schlink	0	Phoenix Books
490	0451155750	The Dead Zone	Stephen King	2004	Signet Book
491	0786890436	The Diary of Ellen Rimbauer: My Life at Rose Red	Ellen Rimbauer	2002	Hyperion Press
492	0415928087	A New Germany in a New Europe	Todd Herzog	2000	Routledge
493	0671694049	LONG DARK TEA TIME OF THE SOUL	Douglas Adams	1990	Pocket
494	080901582X	The Return of Simple	Langston Hughes	1995	Hill &amp
495	0373250339	A Minor Indiscretion (Red Dress Ink (Paperback))	Carol Matthews	2003	Red Dress Ink
496	0380820447	For Better, for Worse: A Novel	Carole Matthews	2002	Avon Trade
497	0385497679	Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad	Jacqueline L. Tobin	2000	Anchor Pub
498	0941423042	American Poetry Since 1970: Up Late	Andrei Codrescu	1988	Four Walls Eight Windows
499	0312853238	Ender's Game (Ender Wiggins Saga (Paperback))	Orson Scott Card	1992	Tor Books
500	0688048730	Thinking on paper	V. A Howard	1986	W. Morrow
501	0385493800	The Testament	John Grisham	1999	Doubleday Books
502	0849916399	The Internet Church	Walter P. Wilson	2000	W Publishing Group
503	0440211727	A Time to Kill	JOHN GRISHAM	1992	Dell
504	0877192820	The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts	Anne Dingus	1995	Gulf Publishing Company
505	0793133955	Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp	 Mutual Funds (Wall Street's Picks)	Kirk Kazanjian	1999
506	0385479689	Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist	William Maples	1995	Main Street Books
507	0671742566	Tender Triumph (Sonnet Books)	Judith McNaught	1991	Pocket
508	0515122408	The Cat Who Tailed a Thief	Lilian Jackson Braun	1998	Jove Books
509	0440222818	Guilt	John T. Lescroart	1998	Island
510	0451204050	On Secret Service	John Jakes	2001	Signet Book
511	038533334X	Charming Billy	Alice McDermott	1999	Delta
512	0449131548	All the Days of My Life	Hilary Bailey	1986	Fawcett Books
513	0451188209	A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback))	Jessica Fletcher	1996	Signet Book
514	0449001954	Murder at the Library of Congress (Capital Crimes (Paperback))	Margaret Truman	2001	Fawcett Books
515	0345404777	No Safe Place	RICHARD NORTH PATTERSON	1999	Ballantine Books
516	0451185277	Thorns of Truth	Eileen Goudge	1999	Signet Book
517	0440224829	Granny Dan	DANIELLE STEEL	2000	Random House, Inc.
518	0671779338	Border Bride	Arnette Lamb	1993	Pocket
519	0380759497	Xanth 15: The Color of Her Panties	Piers Anthony	1992	Eos
520	3442098424	Der FÃ?Â¼rst der Finsternis. Roman.	Anne Rice	1992	Goldmann
521	1558505377	Jacob Marley's Christmas Carol	Tom Mula	1995	Adams Media Corp
522	0553256785	SLEEPING MURDER	AGATHA CHRISTIE	1983	Bantam
523	0836230868	Christmas : A Holiday Treasury	Della Rowland	1994	Andrews McMeel Publishing
524	0380752115	Whisper to Me of Love	Shirlee Busbee	1991	Harper Mass Market Paperbacks
525	0446364762	The Stars Shine Down	Sidney Sheldon	1993	Warner Books
526	0425166619	Toxin	Robin Cook	1999	Berkley Publishing Group
527	061312975X	This Present Darkness	Frank E. Peretti	1999	Sagebrush Bound
528	0590514776	Meet the Stars of Buffy the Vampire Slayer	Stefanie Scott	1998	Scholastic
529	0373037430	Rush to the Altar  (Twin Brides)	Rebecca Winters	2003	Harlequin
530	0553581279	The Silver Metal Lover	Tanith Lee	1999	Spectra Books
531	0373750013	The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)	Cathy Gillen Thacker	2003	Harlequin
532	0312422156	Middlesex: A Novel	Jeffrey Eugenides	2003	Picador
533	0425139069	Somebody Help Me	Beverly Hastings	1993	Berkley Publishing Group
534	0451524489	The Awakening and Selected Stories of Kate Chopin (Signet Classic)	Kate Chopin	1995	Signet Book
535	044022165X	The Rainmaker	JOHN GRISHAM	1996	Dell
536	0373123485	On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)	Sandra Field	2003	Harlequin
537	044132231X	Heathcliff Gone Fishing	George Gately	1985	Diamond Books (NY)
538	0786889705	Two for Texas	James Lee Burke	2000	Hyperion
539	0425137945	Greygallows	Barbara Michaels	1993	Berkley Publishing Group
540	042512892X	Into the Darkness	Barbara Michaels	1996	Berkley Publishing Group
541	0425113892	Someone in the House	Barbara Michaels	1989	Berkley Publishing Group
542	0394820371	The Phantom Tollbooth	Norton Juster	1993	Yearling Books
543	0449134482	Dances With Wolves	Michael Blake	1990	Fawcett Books
544	014036336X	The House With a Clock in Its Walls	John Bellairs	1993	Puffin Books
545	0812516826	Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery)	Carole Nelson Douglas	1993	Forge Books
546	0345348036	The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure	WILLIAM GOLDMAN	1987	Del Rey
547	0679420118	A Dangerous Place: California's Unsettling Fate (Images of America)	Marc Reisner	2003	Pantheon Books
548	034538184X	Degree of Guilt	Richard North Patterson	1995	Ballantine Books
549	0140620125	Wuthering Heights (Penguin Popular Classics)	Emily Bronte	1994	Penguin Books Ltd
550	0140620109	Emma (Penguin Popular Classics)	Jane Austen	1994	Penguin Books Ltd
551	0375420827	The Art of Travel	Alain de Botton	2002	Pantheon
552	0671745530	SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback))	Douglas Adams	1991	Pocket
553	0805062971	Fight Club	Chuck Palahniuk	1999	Owl Books
554	0553211412	Wuthering Heights	Emily Bronte	1983	Bantam
555	0671510053	SHIPPING NEWS	Annie Proulx	1994	Scribner
556	1573229385	The Frog King: A Love Story	Adam Davies	2002	Riverhead Books
